"codigo_nacional_farmaco_cd"|"codigo_descripcion"|"atc_farmaco_dispensado_cd"|"ddd_nomenclator_nm"|"ddd_por_envase"|"pvp_nomenclator_nm"|"precio_por_envase_nm"|"clase_aware_cd"
"622019"|"AMOXICILINA/CLAVULANICO FARMALIDER 500MG/125MG 500 COMPRIM REC PEL EFG"|"J01CR02"|1500|166.66|63.68|63.68|"Access"
"638569"|"ZINNAT 250MG 500 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01DC02"|500|250|174.98|174.98|"Watch"
"618751"|"CEFUROXIMA NORMON 750MG 100 VIALES POLVO+100 AMP DISOLV SOLUC INY EFG"|"J01DC02"|3000|25|129.23|129.23|"Watch"
"641571"|"ZINNAT 250MG 500 SOBRES GRANULADO SUSPENSION ORAL"|"J01DC02"|500|250|441.37|441.37|"Watch"
"641589"|"ZINNAT 125MG 500 SOBRES GRANULADO SUSPENSION ORAL"|"J01DC02"|500|125|87.49|87.49|"Watch"
"646711"|"ZINNAT 500MG 500 SOBRES GRANULADO SUSPENSION ORAL"|"J01DC02"|500|500|797.21|797.21|"Watch"
"638577"|"ZINNAT 125MG 500 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01DC02"|500|125|258.81|258.81|"Watch"
"634998"|"CUROXIMA 250MG 100 VIALES POLVO + 100 AMPOLLAS DISOLV SOLUC INYECTABLE"|"J01DC02"|3000|8.33|147.25|147.25|"Watch"
"614495"|"CEFTRIAXONA NORMON 1G IM 100 VIALES POLVO+AMP DISOLV SOLUC INYECT EFG"|"J01DD04"|2000|50|179.66|179.66|"Watch"
"607505"|"CEFTRIAXONA LDP TORLAN 1G 10 VIALES POLVO SOLUCION INYECTAB/PERFUS EFG"|"J01DD04"|2000|5|17.97|17.97|"Access"
"607506"|"CEFTRIAXONA LDP TORLAN 1G 100 VIALES POLVO SOLUCION INYECT/PERFUS EFG"|"J01DD04"|2000|50|179.66|179.66|"Access"
"607180"|"CEFTRIAXONA QILU 1G IM/IV 100 VIALES POLVO SOLUC INYEC Y PERFUSION EFG"|"J01DD04"|2000|50|179.66|179.66|"Watch"
"603177"|"CEFTRIAXONA LDP TORLAN 250MG IV 100 VIALES+100 AMP POLVO SOLUC INY EFG"|"J01DD04"|2000|12.5|147.39|147.39|"Watch"
"607097"|"MEDAXONE 1G IM/IV 100 VIALES POLVO+DISOL SOLUCION INYECT/PERFUSION EFG"|"J01DD04"|2000|50|179.66|179.66|"Watch"
"600240"|"CEFTRIAXONA TECNIGEN 1G IM 100 VIALES+100 AMPOLLAS POLVO SOLUC INY EFG"|"J01DD04"|2000|50|561.71|561.71|"Watch"
"600244"|"CEFTRIAXONA TECNIGEN 1G IV 100 VIALES+100 AMPOLLAS POLVO SOLUC INY EFG"|"J01DD04"|2000|50|561.71|561.71|"Watch"
"612846"|"CLARITROMICINA ARISTO 500MG 500 COMPRIMIDOS RECUBIERTOS EFG"|"J01FA09"|500|500|287.88|287.88|"Watch"
"642157"|"BREMON 250MG 500 COMPRIMIDOS RECUBIERTOS"|"J01FA09"|500|250|514.3|514.3|"Watch"
"648980"|"BREMON 500MG 500 COMPRIMIDOS RECUBIERTOS"|"J01FA09"|500|500|813.56|813.56|"Watch"
"643007"|"KLACID 125MG/5ML 100ML 20 FRASCOS SUSPENSION ORAL"|"J01FA09"|500|100|63.81|63.81|"Watch"
"642991"|"KOFRON 125MG/5ML 100ML 20 FRASCOS SUSPENSION EXTEMPORANEA"|"J01FA09"|500|100|63.81|63.81|"Watch"
"600518"|"CLARITROMICINA CINFA 500MG 500 COMPRIMIDOS RECUB PELICUL EFG"|"J01FA09"|500|500|287.88|287.88|"Watch"
"600642"|"CLARITROMICINA ARAFARMA GROUP 250MG 500 COMPRIMID RECUB EFG"|"J01FA09"|500|250|159.52|159.52|"Watch"
"600645"|"CLARITROMICINA ARAFARMA GROUP 500MG 500 COMPRIMID RECUB EFG"|"J01FA09"|500|500|287.88|287.88|"Watch"
"603515"|"CLARITROMICINA TECNIGEN 500MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA09"|500|500|287.88|287.88|"Watch"
"603516"|"CLARITROMICINA ALMUS 500MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA09"|500|500|287.88|287.88|"Watch"
"641282"|"TARIVID 200MG 500 COMPRIMIDOS"|"J01MA01"|400|250|390.05|390.05|"Watch"
"641126"|"SURNOX 200MG 500 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01MA01"|400|250|390.05|390.05|"Watch"
"602862"|"TAVANIC 500MG 200 COMPRIMIDOS RECUBIERTOS CON PELICULA"|"J01MA12"|500|200|253.94|253.94|"Watch"
"604223"|"PROFLOX 400MG 100 COMPRIMIDOS RECUBIERTOS CON PELICULA"|"J01MA14"|400|100|175.67|175.67|"Watch"
"611665"|"MOXIFLOXACINO BAYFARMA 400MG 100 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01MA14"|400|100|175.67|175.67|"Watch"
"606968"|"MOXIFLOXACINO BLUEPHARMA 400MG 100 COMPRIMIDOS RECUBIERT PELICULA EFG"|"J01MA14"|400|100|175.67|175.67|"Watch"
"606404"|"MOXIFLOXACINO KERN PHARMA 400MG 100 COMPRIMIDOS RECUBIERTOS PELIC EFG"|"J01MA14"|400|100|175.67|175.67|"Watch"
"606333"|"MOXIFLOXACINO APOTEX 400MG 100 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|100|175.67|175.67|"Watch"
"606445"|"ACTIRA 400MG 100 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|100|175.67|175.67|"Watch"
"639450"|"HOSBORAL 500MG 500 SOBRES MONODOSIS SUSPENSION EXTEMPORANEA"|"J01CA04"|1500|166.66|69|69|"Access"
"605675"|"AMOXICILINA NORMON 500MG 500 COMPRIMIDOS EFG"|"J01CA04"|1500|166.66|33.66|33.66|"Access"
"605683"|"AMOXICILINA NORMON 750MG 500 COMPRIMIDOS EFG"|"J01CA04"|1500|250|50.48|50.48|"Access"
"631903"|"MEDIAMOX 500MG 500 CAPSULAS"|"J01CA04"|1500|166.66|82.02|82.02|"Access"
"606491"|"ACTIMOXI 500MG 500 CAPSULAS"|"J01CA04"|1500|166.66|81.01|81.01|"Access"
"613083"|"AMOXIBACTER 500MG 500 CAPSULAS"|"J01CA04"|1500|166.66|82.75|82.75|"Access"
"623033"|"AMOXICILINA BEECHAM 250MG 500 CAPSULAS"|"J01CA04"|1500|83.33|49.69|49.69|"Access"
"607044"|"AMOXICILINA BELMAC 500MG 500 CAPSULAS EFG"|"J01CA04"|1500|166.66|56.09|56.09|"Access"
"605147"|"AMOXICILINA GENERIFARMA 500MG 500 CAPSULAS"|"J01CA04"|1500|166.66|33.66|33.66|"Access"
"611137"|"AMOXICILINA EDIGEN 1G 500 COMPRIMIDOS EFG"|"J01CA04"|1500|333.33|97.54|97.54|"Access"
"611145"|"AMOXICILINA EDIGEN 1G 500 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|333.33|98.44|98.44|"Access"
"608745"|"AMOXICILINA EDIGEN 500MG SUSPENSION ORAL 500 SOBRES EFG"|"J01CA04"|1500|166.66|33.66|33.66|"Access"
"602003"|"AMOXICILINA SANDOZ 750MG 500 COMPRIMIDOS RECUBIERTOS"|"J01CA04"|1500|250|50.48|50.48|"Access"
"625798"|"AMOXICILINA/CLAVULANICO ARDINECLAV 500MG/125MG 500 COMPRIMIDOS RECUB"|"J01CR02"|1500|166.66|63.68|63.68|"Access"
"616250"|"AMOXICILINA/CLAVULANICO ARDINECLAV 500MG/125MG 500 SOBRES POLVO SUSPEN"|"J01CR02"|1500|166.66|63.68|63.68|"Access"
"616656"|"AMOXICILINA/CLAVULANICO RATIOPHARM 500MG/125MG 100 COMPRIM REC PEL EFG"|"J01CR02"|1500|33.33|3.05|3.05|"Access"
"623710"|"AMOXICILINA/CLAVULANICO AC STADA 500MG/125MG 500 COMPRIMIDOS RECUB EFG"|"J01CR02"|1500|166.66|63.68|63.68|"Access"
"606160"|"AMOXICILINA/CLAVULANICO RATIOPHARM 500MG/125MG 500 COMPR REC PELIC EFG"|"J01CR02"|1500|166.66|63.68|63.68|"Access"
"601609"|"AMOXICILINA/CLAVULANICO SANDOZ 875MG/125MG 500 COMPRIMIDOS RECUB PELIC"|"J01CR02"|1500|291.66|219.04|219.04|"Access"
"632547"|"AMOXICILINA/CLAVULANICO NORMON 125/31,25MG 120ML 20 FRASCOS POL SP EFG"|"J01CR02"|1500|40|30.84|30.84|"Access"
"632646"|"AMOXICILINA/CLAVULANICO NORMON 250MG/62,5MG 500 SOBRES POLVO SUSP EFG"|"J01CR02"|1500|83.33|64.25|64.25|"Access"
"632653"|"AMOXICILINA/CLAVULANICO NORMON 500MG/125MG 500 SOBRES POLVO SUSP ORAL"|"J01CR02"|1500|166.66|63.68|63.68|"Access"
"642348"|"NIVADOR 125MG/5ML 60ML 20 FRASCOS POLVO SUSPENSION ORAL"|"J01DC02"|500|60|121.86|121.86|"Watch"
"642355"|"NIVADOR 125MG 500 SOBRES POLVO SUSPENSION ORAL"|"J01DC02"|500|125|259.61|259.61|"Watch"
"642371"|"NIVADOR 250MG 500 SOBRES POLVO SUSPENSION ORAL"|"J01DC02"|500|250|430.41|430.41|"Watch"
"642363"|"NIVADOR 250MG 500 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01DC02"|500|250|458.65|458.65|"Watch"
"646836"|"NIVADOR 500MG 500 SOBRES POLVO SUSPENSION ORAL"|"J01DC02"|500|500|776.93|776.93|"Watch"
"642389"|"NIVADOR 500MG 500 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01DC02"|500|500|811.47|811.47|"Watch"
"625889"|"CEFUROXIMA SALA 750MG 100 INYECTABLES 6ML EFG"|"J01DC02"|3000|25|129.23|129.23|"Watch"
"620716"|"CEFUROXIMA IPS 750MG 100 INYECTABLES EFG"|"J01DC02"|3000|25|129.23|129.23|"Watch"
"618777"|"CEFUROXIMA NORMON 250MG 100 VIALES POLVO + 100 AMP DISOL SOLUC INY EFG"|"J01DC02"|3000|8.33|101.94|101.94|"Watch"
"635003"|"CUROXIMA 750MG 100 VIALES POLVO + 100 AMPOLLAS DISOLV SOLUC INYECTABLE"|"J01DC02"|3000|25|343.52|343.52|"Watch"
"607036"|"CEFUROXIMA REIG JOFRE 750MG 100 VIALES SOLUC INYECTABLE 6ML EFG"|"J01DC02"|3000|25|142.75|142.75|"Watch"
"601922"|"CEFUROXIMA ACCORD 750MG 100 INYECTABLES POLVO+DISOL SOLUC INYECTAB EFG"|"J01DC02"|3000|25|129.23|129.23|"Watch"
"600225"|"CEFTRIAXONA GENERIS 250MG IM 100 VIALES POLV+DISOLV SOLUC INYECT EFG"|"J01DD04"|2000|12.5|140.24|140.24|"Watch"
"600226"|"CEFTRIAXONA GENERIS 500MG IM 100 VIALES POLVO+DISOLV SOLUC INYECT EFG"|"J01DD04"|2000|25|269.74|269.74|"Watch"
"600454"|"CEFTRIAXONA REIG JOFRE 500MG IM 100 VIALES+AMP POLV+DISOLV SOLUC EFG"|"J01DD04"|2000|25|317.25|317.25|"Watch"
"600455"|"CEFTRIAXONA REIG JOFRE 250MG IM 100 VIALES+AMP POLV+DISOLV SOLUC EFG"|"J01DD04"|2000|12.5|201.92|201.92|"Watch"
"600456"|"CEFTRIAXONA REIG JOFRE 250MG IV 100 VIALES+AMP POLV+DISOLV SOLUC EFG"|"J01DD04"|2000|12.5|201.92|201.92|"Watch"
"600457"|"CEFTRIAXONA REIG JOFRE 500MG IV 100 VIALES+AMP POLV+DISOLV SOLUC EFG"|"J01DD04"|2000|25|317.25|317.25|"Watch"
"601385"|"CEFTRIAXONA REIG JOFRE 1G IV 100 VIALES POLVO+DISOLV SOLUC INYECT EFG"|"J01DD04"|2000|50|531.03|531.03|"Watch"
"600515"|"CLARITROMICINA TEVA 250MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA09"|500|250|194.39|194.39|"Watch"
"600516"|"CLARITROMICINA TEVA 500MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA09"|500|500|315.98|315.98|"Watch"
"600517"|"CLARITROMICINA CINFA 250MG 500 COMPRIMIDOS RECUB PELICUL EFG"|"J01FA09"|500|250|159.52|159.52|"Watch"
"606027"|"CLARITROMICINA BLUEPHARMA 500MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG"|"J01FA09"|500|500|287.88|287.88|"Watch"
"606026"|"CLARITROMICINA BLUEPHARMA 250MG 500 COMPRIMIDOS RECUBIERTOS PELIC EFG"|"J01FA09"|500|250|159.52|159.52|"Watch"
"605435"|"CLARITROMICINA UNIDIA KERN PHARMA 500MG 500 COMPR LIBERAC MODIFIC EFG"|"J01FA09"|500|500|287.88|287.88|"Watch"
"602508"|"AZITROMICINA NORMON 500MG 150 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|250|188.54|188.54|"Watch"
"615872"|"AZITROMICINA NORMON 500MG 100 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|166.66|125.69|125.69|"Watch"
"633776"|"AZITROMICINA NORMON 250MG 100 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|83.33|104.22|104.22|"Watch"
"603137"|"ARAXACINA 250MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|125|54.8|54.8|"Watch"
"603138"|"ARAXACINA 500MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|250|89.66|89.66|"Watch"
"603139"|"ARAXACINA 750MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|375|134.49|134.49|"Watch"
"607122"|"ERELAN 400MG 100 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|100|175.67|175.67|"Watch"
"606341"|"MOXIFLOXACINO SANDOZ 400MG 100 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|100|175.67|175.67|"Watch"
"626689"|"NURIL 400MG 500 CAPSULAS DURAS"|"J01MB04"|800|250|120.03|120.03|"Watch"
"600817"|"GALUSAN 400MG 500 CAPSULAS"|"J01MB04"|800|250|156.11|156.11|"Watch"
"644419"|"AMOXICILINA DESGEN 500MG 500 CAPSULAS DURAS"|"J01CA04"|1500|166.66|33.66|33.66|"Access"
"611616"|"AMOXICILINA NORMON 250MG 500 SOBRES SOLUCION ORAL EFG"|"J01CA04"|1500|83.33|46.7|46.7|"Access"
"603472"|"AMOXICILINA NORMON 500MG 500 CAPSULAS"|"J01CA04"|1500|166.66|33.66|33.66|"Access"
"611608"|"AMOXICILINA NORMON 500MG 500 SOBRES SOLUCION ORAL EFG"|"J01CA04"|1500|166.66|33.66|33.66|"Access"
"632539"|"AMOXICILINA BELMAC 1G 500 SOBRES POLVO SUPENSION ORAL EFG"|"J01CA04"|1500|333.33|84.14|84.14|"Access"
"609396"|"AMOXICILINA DAVUR 1G 500 COMPRIMIDOS EFG"|"J01CA04"|1500|333.33|70.94|70.94|"Access"
"632281"|"AMOXICILINA DAVUR 1G 500 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|333.33|84.14|84.14|"Access"
"609388"|"AMOXICILINA DAVUR 500MG 500 CAPSULAS EFG"|"J01CA04"|1500|166.66|35.76|35.76|"Access"
"605600"|"AMOXICILINA SANDOZ 500MG 500 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|166.66|33.66|33.66|"Access"
"615666"|"AMOXICILINA ARISTO 500MG 500 CAPSULAS EFG"|"J01CA04"|1500|166.66|87.2|87.2|"Access"
"645028"|"AMOXI-GOBENS 1G 500 SOBRES MONODOSIS SUSPENSION EXTEMPORANEA"|"J01CA04"|1500|333.33|139.54|139.54|"Access"
"625061"|"AMOXI-GOBENS 250MG 500 SOBRES MONODOSIS SUSPENSION ORAL"|"J01CA04"|1500|83.33|81.73|81.73|"Access"
"632661"|"AMOXICILINA/CLAVULANICO NORMON 875MG/125MG 500 SOBRES POLVO SUSP ORAL"|"J01CR02"|1500|291.66|111.43|111.43|"Access"
"605451"|"EUPECLANIC 875/125MG 500 SOBRES"|"J01CR02"|1500|291.66|259.61|259.61|"Access"
"636498"|"CO-AMOXICLAV 500MG/125MG 500 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01CR02"|1500|166.66|63.68|63.68|"Access"
"644278"|"AUGMENTINE 875/125MG 500 SOBRES MONODOSIS POLVO SUSPENS ORAL"|"J01CR02"|1500|291.66|111.43|111.43|"Access"
"636472"|"AUGMENTINE 500MG/125MG 500 SOBRES POLVO SUSPENSION ORAL"|"J01CR02"|1500|166.66|63.68|63.68|"Access"
"600841"|"AUGMENTINE 875/125MG 500 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01CR02"|1500|291.66|111.43|111.43|"Access"
"649442"|"LIFUROX 1500MG 100 VIALES 3ML INYECTABLE"|"J01DC02"|3000|50|568.47|568.47|"Watch"
"638551"|"ZINNAT 500MG 500 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01DC02"|500|500|349.95|349.95|"Watch"
"606996"|"CEFACLOR NORMON 500MG 500 CAPSULAS EFG"|"J01DC04"|1000|250|186.11|186.11|"Watch"
"637264"|"CECLOR 125MG 500 SOBRES GRANULADO SUSPENSION ORAL"|"J01DC04"|1000|62.5|88.72|88.72|"Watch"
"637298"|"CECLOR 250MG 500 SOBRES GRANULADO SUSPENSION ORAL"|"J01DC04"|1000|125|156.07|156.07|"Watch"
"637272"|"CECLOR 500MG 500 CAPSULAS"|"J01DC04"|1000|250|265.9|265.9|"Watch"
"634337"|"MONOCID 1G IV 100 VIALES INYECTABLES POLVO Y DISOLVENT SOLUCION INYECT"|"J01DC06"|1000|100|315.16|315.16|"Watch"
"634345"|"MONOCID 1G IM 100 VIALES INYECTABLES POLVO Y DISOLVENT SOLUCION INYECT"|"J01DC06"|1000|100|315.16|315.16|"Watch"
"632711"|"CEFONICID ALACAN 1G INTRAMUSCULAR 100 VIALES INYECTABLES 2,5ML EFG"|"J01DC06"|1000|100|341.78|341.78|"Watch"
"632745"|"CEFONICID ALACAN 1G INTRAVENOSA 100 VIALES INYECTABLES 2,5ML EFG"|"J01DC06"|1000|100|349.44|349.44|"Watch"
"602854"|"CEFONICID IPS 1G INTRAVENOSA 100 INYECTABLES 2,5ML POLVO+DISOLV EFG"|"J01DC06"|1000|100|315.16|315.16|"Watch"
"600229"|"CEFTRIAXONA GENERIS 1G IM 100 VIALES POLVO+DISOLV SOLUCION INYECT EFG"|"J01DD04"|2000|50|486.61|486.61|"Watch"
"600224"|"CEFTRIAXONA GENERIS 250MG IV 100 VIALES POLV+DISOL SOLUC INYECT EFG"|"J01DD04"|2000|12.5|140.24|140.24|"Watch"
"628735"|"CEFIXIMA SANDOZ 400MG 100 CAPSULAS EFG"|"J01DD08"|400|100|83.07|83.07|"Watch"
"628537"|"CEFIXIMA SANDOZ 200MG 500 CAPSULAS EFG"|"J01DD08"|400|250|332.25|332.25|"Watch"
"628818"|"CEFIXIMA SANDOZ 100MG/5ML 20 FRASCOS 50ML GRANULADO SUSPENS ORAL EFG"|"J01DD08"|400|50|48.44|48.44|"Watch"
"628842"|"CEFIXIMA SANDOZ 100MG/5ML 20 FRASCOS 100ML GRANULADO SUSPENS ORAL EFG"|"J01DD08"|400|100|90.58|90.58|"Watch"
"643510"|"NECOPEN 100MG/5ML 50ML 20 FRASCOS SUSPENSION EXTEMPORANEA"|"J01DD08"|400|50|96.48|96.48|"Watch"
"636449"|"AZITROMICINA BENEL 200MG/5ML 30ML 20 FRASCOS POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|80|115.56|115.56|"Watch"
"636845"|"AZITROMICINA MERCK 150MG 100 SOBRES POLVO SUSPENSION ORAL"|"J01FA10"|300|50|89.77|89.77|"Watch"
"638056"|"AZITROMICINA MERCK 200MG 100 SOBRES POLVO SUSPENSION ORAL"|"J01FA10"|300|66.66|119.87|119.87|"Watch"
"642728"|"ZENTAVION 500MG 500 COMPRIMIDOS RECUBIERTOS CON PELICULA"|"J01FA10"|300|833.33|765.04|765.04|"Watch"
"601393"|"AZITROMICINA ADVENTIA 200MG/5ML 15ML 20 FRASCOS SUSPENSION ORAL EFG"|"J01FA10"|300|40|58.08|58.08|"Watch"
"601419"|"AZITROMICINA TEVA 250MG 100 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|83.33|62.85|62.85|"Watch"
"601443"|"AZITROMICINA KORHISPANA 500MG 150 COMPRIMIDOS RECUB PELI EFG"|"J01FA10"|300|250|188.54|188.54|"Watch"
"601542"|"AZITROMICINA TARBIS 500MG 100 SOBRES POLVO SUSPENS ORAL EFG"|"J01FA10"|300|166.66|125.69|125.69|"Watch"
"601674"|"AZITROMICINA VIR 500MG 100 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|166.66|153.01|153.01|"Watch"
"601732"|"AZITROMICINA UR 150MG 100 SOBRES POLVO SUSPENSION ORAL"|"J01FA10"|300|50|89.77|89.77|"Watch"
"601807"|"AZITROMICINA VIR 200MG/5ML 15ML 20 FRASCOS POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|40|58.08|58.08|"Watch"
"600327"|"CIPROFLOXACINO TEVAGEN 500MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|250|89.66|89.66|"Watch"
"600328"|"CIPROFLOXACINO TEVAGEN 250MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|125|54.8|54.8|"Watch"
"600329"|"CIPROFLOXACINO TEVAGEN 750MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|375|134.49|134.49|"Watch"
"600331"|"CIPROFLOXACINO RATIO 250MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|125|54.8|54.8|"Watch"
"600332"|"CIPROFLOXACINO RATIO 500MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|250|89.66|89.66|"Watch"
"600333"|"CIPROFLOXACINO RATIO 750MG 500 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|375|134.49|134.49|"Watch"
"603274"|"CIPROFLOXACINO TEVA 250MG 500 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|125|54.8|54.8|"Watch"
"635292"|"CIPROFLOXACINO TEVA 500MG 500 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|250|89.66|89.66|"Watch"
"600399"|"VANCOMICINA SANDOZ 500MG 100 VIALES POLVO SOLUCION PERFUSION IV EFG"|"J01XA01"|2000|25|351.9|351.9|"Watch"
"600400"|"VANCOMICINA SANDOZ 1G 100 VIALES POLVO SOLUCION PERFUSION IV EFG"|"J01XA01"|2000|50|696.82|696.82|"Watch"
"606713"|"VANCOMICINA MIP 1000MG 5 VIALES POLVO SOLUCION PERFUSION EFG"|"J01XA01"|2000|2.5|34.84|34.84|"Watch"
"606714"|"VANCOMICINA MIP 500MG 5 VIALES POLVO SOLUCION PERFUSION EFG"|"J01XA01"|2000|1.25|17.42|17.42|"Watch"
"606389"|"VANCOMICINA SALA 500MG 10 VIALES POLVO SOLUCION INYECTABLE EFG"|"J01XA01"|2000|2.5|34.84|34.84|"Watch"
"606390"|"VANCOMICINA SALA 1.000MG 10 VIALES POLVO SOLUCION INYECTABLE EFG"|"J01XA01"|2000|5|69.66|69.66|"Watch"
"607402"|"VANCOMICINA NORMON 1000MG 100 VIALES POLVO CONCENTRADO SOLUC PERF EFG"|"J01XA01"|2000|50|696.62|696.62|"Watch"
"607403"|"VANCOMICINA NORMON 500MG 100 VIALES POLVO CONCENTRADO SOLUC PERF EFG"|"J01XA01"|2000|25|348.31|348.31|"Watch"
"606068"|"VANCOMICINA KERN PHARMA 1000MG 20 VIALES POLVO CONCENTR SOLUC PERF EFG"|"J01XA01"|2000|10|139.32|139.32|"Watch"
"606067"|"VANCOMICINA KERN PHARMA 500MG 20 VIALES POLVO CONCENT SOLUC PERFUS EFG"|"J01XA01"|2000|5|69.66|69.66|"Watch"
"605947"|"VANCOMICINA PFIZER 1000MG 100 VIALES POLVO CONCENTRADO SOLUCION PERFUS"|"J01XA01"|2000|50|696.62|696.62|"Watch"
"605946"|"VANCOMICINA PFIZER 500MG 100 VIALES POLVO CONCENTRADO SOLUCION PERFUS"|"J01XA01"|2000|25|348.31|348.31|"Watch"
"606587"|"VANCOMICINA KABI 1000MG 10 VIALES POLVO CONCENTRAD SOLUC PERFUSION EFG"|"J01XA01"|2000|5|69.66|69.66|"Watch"
"606586"|"VANCOMICINA KABI 500MG 10 VIALES POLVO CONCENTRADO SOLUC PERFUSION EFG"|"J01XA01"|2000|2.5|34.84|34.84|"Watch"
"742817"|"AMOXICILINA/CLAVULANICO DAVUR 500/125MG 12 COMPRIM RECUB EFG"|"J01CR02"|1500|4|3.73|3.73|"Access"
"743153"|"AMOXICILINA/CLAVULANICO DAVUR 500/125MG 24 COMPRIM RECUB EFG"|"J01CR02"|1500|8|7.45|7.45|"Access"
"743245"|"AMOXICILINA/CLAVULANICO DAVUR 875/125MG 12 COMPRIM RECUB EFG"|"J01CR02"|1500|7|6.53|6.53|"Access"
"743252"|"AMOXICILINA/CLAVULANICO DAVUR 875/125MG 24 COMPRIM RECUB EFG"|"J01CR02"|1500|14|13.04|13.04|"Access"
"836114"|"AMOXICILINA/CLAVULANICO DAVUR 875/125MG 12 SOBRES POLVO SUSP ORAL EFG"|"J01CR02"|1500|7|3.76|3.76|"Access"
"836312"|"AMOXICILINA/CLAVULANICO DAVUR 875/125MG 24 SOBRES POLVO SUSP ORAL EFG"|"J01CR02"|1500|14|7.52|7.52|"Access"
"787549"|"AMOXICILINA/CLAVULANICO GENERICOS JUVENTUS 500/125MG 12 COMP RECUB EFG"|"J01CR02"|1500|4|2.5|2.5|"Access"
"935288"|"AMOCLAVE 100MG/12,5MG 120ML 1 FRASCO SUSPENSION ORAL PEDIATRICA"|"J01CR02"|1500|8|14.89|14.89|"Access"
"935296"|"AMOCLAVE 100MG/12,5MG 30ML 1 FRASCO SUSPENSION ORAL PEDIATRICA"|"J01CR02"|1500|2|4.45|4.45|"Access"
"934968"|"AMOCLAVE 100MG/12,5MG 60ML 1 FRASCO SUSPENSION ORAL PEDIATRICA"|"J01CR02"|1500|4|8.13|8.13|"Access"
"835694"|"AMOXICILINA/CLAVULANICO ACIDO TEVA 875/125MG 12 SOBRES SUSPENSION ORAL"|"J01CR02"|1500|7|5.37|5.37|"Access"
"691642"|"ARZIMOL 125MG/5ML 60ML SUSPENSION ORAL"|"J01DC10"|1000|1.5|8.1|8.1|"Watch"
"756346"|"PRECEF 125MG/5ML 1 FRASCO 60ML POLVO SUSPENSION ORAL"|"J01DC10"|1000|1.5|8.41|8.41|"Watch"
"692848"|"BRISORAL 250MG/5ML 60ML POLVO SUSPENSION ORAL"|"J01DC10"|1000|3|14.03|14.03|"Watch"
"805242"|"AMOXICILINA/CLAVULANICO FARMALIDER 500/125MG 24 COMP REC EFG"|"J01CR02"|1500|8|6.15|6.15|"Access"
"805093"|"AMOXICILINA/CLAVULANICO CUVE 875/125MG 12 COMPRIMID REC EFG"|"J01CR02"|1500|7|5.37|5.37|"Access"
"810051"|"AMOXICILINA/CLAVULANICO BEXAL 875/125MG 24 COMPRIMIDOS RECUBIERTOS EFG"|"J01CR02"|1500|14|7.52|7.52|"Access"
