"codigo_nacional_farmaco_cd"|"codigo_descripcion"|"atc_farmaco_dispensado_cd"|"ddd_nomenclator_nm"|"ddd_por_envase"|"pvp_nomenclator_nm"|"precio_por_envase_nm"|"mme_total"
"689941"|"PALEXIA RETARD 25MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|3.75|11.01|11.01|600
"603641"|"PALEXIA RETARD 50MG 100 X 1 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|12.5|51.45|51.45|2000
"658668"|"ADOLONTA RETARD 50MG 20 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|3.33|2.5|2.5|100
"653890"|"DOLPAR 100MG 30 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|10|6.21|6.21|300
"724651"|"TRAMADOL KRKA 200MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|13.33|8.27|8.27|400
"793281"|"TRAMADOL ARISTO 100MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|20|12.41|12.41|600
"904359"|"ACTIQ 1600MCG 3 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|8|34.84|34.84|624
"965194"|"MORFINA B. BRAUN 10MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AA01"|30|0.33|0.73|0.73|10
"667576"|"TRALGIOL 100MG/ML 10ML SOLUCION ORAL EFG"|"N02AX02"|300|3.33|5.28|5.28|100
"820829"|"SOFRODOL 100MG 10ML GOTAS ORALES SOLUCION"|"N02AX02"|300|3.33|5.28|5.28|100
"820795"|"SOFRODOL 100MG 30ML GOTAS ORALES SOLUCION"|"N02AX02"|300|10|15.81|15.81|300
"716922"|"TAIOMA PLUS 40MG/20MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|29.86|101.53|101.53|3360
"821868"|"ORAMORPH 6MG/ML 30 ENVASES UNIDOSIS 5ML SOLUCION ORAL"|"N02AA01"|100|9|16.13|16.13|300
"665891"|"PECFENT 100MCG/PULV 8 DOSIS 1 FRASCO 1,55ML SOLUCION PULVERIZAC NASAL"|"N02AB03"|0.6|1.33|44.05|44.05|128
"673081"|"FENTANILO MATRIX RATIOPHARM 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.25|29.25|1800
"709060"|"BUPRENORFINA STADA 52,5MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|21|32.28|32.28|1417.5
"651287"|"PALLADONE CONTINUS 4MG 56 CAPSULAS LIBERACION MODIFICADA"|"N02AA03"|20|11.2|30.22|30.22|896
"725860"|"KAPTIC 400MCG 30 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|20|74.18|74.18|1560
"706302"|"EDUNIX 4MG 30 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA03"|20|6|20.25|20.25|480
"652299"|"FENTANILO ACOSTLABS 10MG 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|86|86|3600
"652296"|"FENTANILO ACOSTLABS 2,5MG 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|28.22|28.22|900
"695373"|"OXICODONA SANDOZ 80MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|29.86|60.69|60.69|3360
"652300"|"FENTANILO ACOSTLABS 5MG 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|50.24|50.24|1800
"708668"|"OXICODONA/NALOXONA STADA 20MG/10MG 56 COMPRIMIDOS LIBERAC PROLONG EFG"|"N02AA55"|75|14.93|50.77|50.77|1680
"677296"|"PALEXIA RETARD 100MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|15|44.02|44.02|2400
"677293"|"PALEXIA RETARD 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|30|88.05|88.05|4800
"664509"|"FENTANILO MATRIX ZENTIVA 12MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|3.6|7.02|7.02|432
"673352"|"CANUR 35MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|10.5|26.94|26.94|945
"677297"|"PALEXIA RETARD 50MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|7.5|22.01|22.01|1200
"683359"|"MORFINA SERRA 20MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AA01"|30|0.66|0.55|0.55|20
"693225"|"OXICODONA TECNIGEN 10MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|3.73|7.62|7.62|420
"693233"|"OXICODONA TECNIGEN 40MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|14.93|30.44|30.44|1680
"693229"|"OXICODONA TECNIGEN 5MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|1.86|3.81|3.81|210
"693236"|"OXICODONA TECNIGEN 80MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|29.86|60.88|60.88|3360
"695966"|"AVARIC 400MCG 30 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/ALU/PVC-ALU)"|"N02AB03"|0.6|20|74.18|74.18|1560
"695968"|"AVARIC 400MCG 4 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/AI/PVC/AI-PET)"|"N02AB03"|0.6|2.66|9.9|9.9|208
"695964"|"AVARIC 400MCG 4 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/ALU/PVC-ALU)"|"N02AB03"|0.6|2.66|9.9|9.9|208
"695974"|"AVARIC 533MCG 30 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/ALU/PVC-ALU)"|"N02AB03"|0.6|26.65|98.85|98.85|2078.7
"695976"|"AVARIC 533MCG 4 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/AI/PVC/AI-PET)"|"N02AB03"|0.6|3.55|13.18|13.18|277.16
"695972"|"AVARIC 533MCG 4 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/ALU/PVC-ALU)"|"N02AB03"|0.6|3.55|13.18|13.18|277.16
"695958"|"AVARIC 267MCG 30 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/ALU/PVC-ALU)"|"N02AB03"|0.6|13.35|49.52|49.52|1041.3
"695955"|"AVARIC 267MCG 4 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/ALU/PVC-ALU)"|"N02AB03"|0.6|1.78|6.6|6.6|138.84
"662742"|"TRAMADOL SANDOZ 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"901108"|"TRAMADOL SANDOZ 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"683976"|"OXICODONA KERN PHARMA 80MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|29.86|60.88|60.88|3360
"683962"|"OXICODONA KERN PHARMA 40MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|14.93|30.44|30.44|1680
"683945"|"OXICODONA KERN PHARMA 20MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|7.46|15.22|15.22|840
"660123"|"TRAMADOL FARMALIDER 100MG/ML 1 FRASCO 10ML SOLUCION GOTAS EFG"|"N02AX02"|300|3.33|3.18|3.18|100
"683931"|"OXICODONA KERN PHARMA 10MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|3.73|7.62|7.62|420
"951376"|"TRAMADOL RANBAXY 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"652294"|"FENTANILO SANDOZ 10MG 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|85.97|85.97|3600
"652295"|"FENTANILO SANDOZ 2,5MG 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|21.48|21.48|900
"652293"|"FENTANILO SANDOZ 5MG 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|42.99|42.99|1800
"720116"|"NOLXADO 10MG/5MG 56 COMPRIMIDOS LIBERACION PROLONGAD (PVC/PVDC-PET/AL)"|"N02AA55"|75|7.46|25.38|25.38|840
"720140"|"NOLXADO 20MG/10MG 56 COMPRIMIDOS LIBERACION PROLONGAD (PVC/PVDC-PET/AL"|"N02AA55"|75|14.93|50.77|50.77|1680
"720163"|"NOLXADO 40MG/20MG 56 COMPRIMIDOS LIBERACION PROLONG (PVC/PVDC-PET/AL)"|"N02AA55"|75|29.86|101.53|101.53|3360
"693514"|"TRAMADOL RETARD MYLAN 100MG 20 COMPR LIBER PROLON (AL/PVC/PE/PVDC) EFG"|"N02AX02"|300|6.66|4.14|4.14|200
"653345"|"TRAMADOL ARISTO 50MG 60 CAPSULAS DURAS EFG"|"N02AX02"|300|10|10.26|10.26|300
"879809"|"ZYTRAM 200MG 28 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AX02"|300|18.66|11.58|11.58|560
"880104"|"ZYTRAM BID 75MG 56 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|14|8.7|8.7|420
"804898"|"TRAMADOL NORMON 100MG 5 AMPOLLAS 2ML SOLUCION INYECTABLE EFG"|"N02AX02"|300|1.66|3.26|3.26|50
"852301"|"TIONER RETARD 100MG 20 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|6.66|4.14|4.14|200
"709799"|"BUPRENORFINA SANDOZ 52,5MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|21|32.28|32.28|1417.5
"671207"|"TRAMADOL RETARD AUROVITAS SPAIN 150MG 60 COMPRIMIDOS LIBER PROLONG EFG"|"N02AX02"|300|30|18.62|18.62|900
"716860"|"TRAMADOL KERN PHARMA 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"702589"|"TIONER 50MG 20 CAPSULAS DURAS"|"N02AX02"|300|3.33|2.5|2.5|100
"703207"|"TIONER 50MG 60 CAPSULAS DURAS"|"N02AX02"|300|10|6.21|6.21|300
"854018"|"TRAMADOL MABO 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"712503"|"OXICODONA/NALOXONA CINFA 5MG/2,5MG 56 COMPRIMIDOS LIBERAC PROLONG EFG"|"N02AA55"|75|3.73|12.69|12.69|420
"724899"|"DUOXONA 10MG/5MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|7.46|25.38|25.38|840
"724958"|"DUOXONA 20MG/10MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|14.93|50.77|50.77|1680
"695945"|"AVARIC 67MCG 30 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/AI/PVC/AI-PET)"|"N02AB03"|0.6|3.35|60.6|60.6|261.3
"670362"|"FENTANILO MATRIX STADA 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.25|29.25|1800
"915371"|"ACTIQ 200MCG 3 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|1|7.95|7.95|51.87
"935411"|"ACTIQ 600MCG 3 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|3|23.82|23.82|234
"714758"|"OXICODONA/NALOXONA TEVA 20MG/10MG 56 COMPRIMIDOS LIBERAC PROLONGAD EFG"|"N02AA55"|75|14.93|50.77|50.77|1680
"665894"|"PECFENT 400MCG/PULV 8 DOSIS 1 FRASCO 1,55ML SOLUCION PULVERIZAC NASAL"|"N02AB03"|0.6|5.33|67.27|67.27|512
"709826"|"BUPRENORFINA TEVA 35MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|14|21.53|21.53|945
"709827"|"BUPRENORFINA TEVA 52,5MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|21|32.28|32.28|1417.5
"709828"|"BUPRENORFINA TEVA 70MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|28|43.04|43.04|1890
"696139"|"TAIOMA 10MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|3.73|7.59|7.59|420
"728453"|"FENTICERTA 200MCG 10 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|3.33|48.03|48.03|260
"672578"|"FENTANILO MATRIX NORMON 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.51|58.51|3600
"672575"|"FENTANILO MATRIX NORMON 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"650691"|"OXYNORM 20MG 28 CAPSULAS"|"N02AA05"|75|7.46|15.17|15.17|840
"680904"|"BREAKYL 800MCG 28 PELICULAS BUCALES"|"N02AB03"|0.6|37.33|201.43|201.43|4032
"712755"|"ABFENTIQ 1200MCG 15 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|30|140.84|140.84|2340
"654813"|"INSTANYL 200MCG/DOSIS 10 DOSIS 1 ENVASE SOLUCION PULVERIZACION NASAL"|"N02AB03"|0.6|3.33|91.32|91.32|320
"900837"|"ACTIQ 400MCG 3 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|2|15.88|15.88|216
"662577"|"DUROGESIC MATRIX 100MCG/HORA 5 PARCHES TRANSDERMICOS 16,8MG"|"N02AB03"|1.2|30|58.51|58.51|3600
"655998"|"JURNISTA 8MG 30 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA03"|20|12|32.38|32.38|960
"664619"|"FENTANILO MATRIX CINFA 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.51|58.51|3600
"708703"|"OXICODONA/NALOXONA STADA 40MG/20MG 56 COMPRIMIDOS LIBERAC PROLONG EFG"|"N02AA55"|75|29.86|101.53|101.53|3360
"712751"|"ABFENTIQ 800MCG 15 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|20|140.84|140.84|1560
"712753"|"ABFENTIQ 800MCG 30 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|40|0|0|3120
"570026"|"MORFINA 20MG/ML 20ML 1 VIAL SOLUCION INYECTABLE SIN CONSERVANTE (FM)"|"N02AA01"|30|13.3333333333333|0|0|400
"570027"|"MORFINA 40MG/ML 10ML 1 AMPOLLA SOLUCION INYECTABLE SIN CONSERVANT (FM)"|"N02AA01"|30|13.3333333333333|0|0|400
"720312"|"MORFINA B. BRAUN 1MG/ML 1ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AA01"|30|0.333333333333333|0|0|10
"720314"|"MORFINA B. BRAUN 40MG/ML 10ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AA01"|30|133.333333333333|0|0|4000
"570025"|"MORFINA 1MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE SIN CONSERVANTES (FM)"|"N02AA01"|30|0.0333333333333333|0|0|1
"740217"|"DARVON 65MG 10 CAPSULAS"|"N02AC04"|300|2.16666666666667|0|0|0
"662110"|"NALPAIN 10MG/ML 2ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AF02"|80|0.5|0|0|0
"700769"|"DOLANTINA 50MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AB02"|400|0.125|0|0|0
"789636"|"MORFINA SERRA 20MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AA01"|30|0.666666666666667|0.37|0.37|20
"897207"|"MORFINA B. BRAUN 10MG/ML 1ML 10 AMPOLLAS SOLUCION INYECTABLE EFG"|"N02AA01"|30|3.33333333333333|0|0|100
"731034"|"CLORURO MORFICO 10MG/ML 1ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AA01"|30|3.33333333333333|1.99|1.99|100
"731042"|"CLORURO MORFICO 20MG/ML 2ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AA01"|30|13.3333333333333|2.29|2.29|400
"965186"|"MORFINA B. BRAUN 10MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE EFG"|"N02AA01"|30|0.333333333333333|0|0|10
"826339"|"SOSEGON 50MG 12 SUPOSITORIOS"|"N02AD01"|200|3|2.61|2.61|222
"878611"|"SOSEGON 50MG 6 SUPOSITORIOS"|"N02AD01"|200|1.5|1.76|1.76|111
"835942"|"TILITRATE 100MG/1ML 10ML SOLUCION GOTAS"|"N02AX01"|200|5|2.17|2.17|0
"789628"|"MORFINA SERRA 10MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AA01"|30|0.333333333333333|0.34|0.34|10
"652529"|"OXYCONTIN 80MG 56 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA05"|75|59.7333333333333|0|0|6720
"010070"|"TARGIN 20MG/10MG 50 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA55"|75|13.3333333333333|128.09|128.09|1500
"570800"|"MORFINA 0,4MG/ML 15ML 1 FRASCO SOLUCION ORAL (FM)"|"N02AA01"|100|0.06|0|0|6
"570971"|"MORFINA 2MG/ML 100ML 1 FRASCO SOLUCION ORAL (FM)"|"N02AA01"|100|2|0|0|200
"672664"|"HIDROCLORURO DE PETIDINA ALTAN 50MG/ML 2ML 1 AMPOLLA SOLUCION INYECTAB"|"N02AB02"|400|0.25|0|0|0
"672663"|"HIDROCLORURO DE PETIDINA ALTAN 50MG/ML 1ML 1 AMPOLLA SOLUCION INYECTAB"|"N02AB02"|400|0.125|0|0|0
"682809"|"HIDROCLORURO DE PETIDINA ALTAN 50MG/ML 1ML 10 AMPOLLAS SOLUCION INYECT"|"N02AB02"|400|1.25|0|0|0
"682810"|"HIDROCLORURO DE PETIDINA ALTAN 50MG/ML 2ML 10 AMPOLLAS SOLUCION INYECT"|"N02AB02"|400|2.5|0|0|0
"712756"|"ABFENTIQ 1200MCG 30 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|60|0|0|4680
"712759"|"ABFENTIQ 1600MCG 30 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|80|0|0|6240
"727495"|"FENTANILO ARISTO 800MCG 4 COMPRIMIDOS BUCALES EFG"|"N02AB03"|0.6|5.33333333333333|0|0|416
"634774"|"SOSEGON 30MG 50 AMPOLLAS 1ML INYECTABLE"|"N02AD01"|200|7.5|20.35|20.35|555
"570980"|"MORFINA 0,2MG/ML 50ML 1 FRASCO SOLUCION ORAL (FM)"|"N02AA01"|100|0.1|0|0|10
"727230"|"FENTANILO STADA 600MCG 28 COMPRIMIDOS BUCALES EFG"|"N02AB03"|0.6|28|0|0|2184
"805135"|"PENTAZOCINA FIDES 30MG 10 AMPOLLAS 1ML INYECTABLE"|"N02AD01"|200|1.5|2.87|2.87|111
"845339"|"VEGANIN 10 SUPOSITORIOS INFANTIL"|"N02AJ09"|90|0.11|1.34|1.34|15
"845347"|"VEGANIN 10 TABLETAS"|"N02AJ09"|90|0.11|1.26|1.26|15
"729434"|"CIBALGINA COMPUESTA 10 SUPOSITORIOS"|"N02AJ09"|90|0.11|2.03|2.03|0
"757880"|"FIORINAL CODEINA SANDOZ 6 SUPOSITORIOS ADULTOS"|"N02AJ09"|90|0.07|1.45|1.45|9
"845354"|"VEGANIN 20 TABLETAS"|"N02AJ09"|90|0.22|1.6|1.6|30
"845321"|"VEGANIN 10 SUPOSITORIOS ADULTOS"|"N02AJ09"|90|0.11|1.48|1.48|15
"724898"|"CALMOPLEX 200MG/10MG/10MG 2 COMPRIMIDOS RECUBIERTOS"|"N02AJ09"|90|0.02|0|0|3
"729442"|"CIBALGINA COMPUESTA 5 SUPOSITORIOS"|"N02AJ09"|90|0.06|1.45|1.45|0
"747253"|"DOLODENS 100MG/15MG/10MG 4 COMPRIMIDOS RECUBIERTOS"|"N02AA79"|0|0.13|0|0|6
"747246"|"DOLODENS 100MG/15MG/10MG 2 COMPRIMIDOS RECUBIERTOS"|"N02AA79"|0|0.06|0|0|3
